sentence,label,idx,global_idx
"The fixed-term contract of Mr. Jarmo Ukonaho , the current General Manager of Incap 's Indian operations , will finish by the end of the year .",1,4499,1004499
"ST. PETERSBURG , Oct 14 ( PRIME-TASS ) -- Finnish tire producer Nokian Tyres plans to invest about 50 million euros in the expansion of its tire plant in the city of Vsevolozhsk in Russia 's Leningrad Region in 2011 , the company 's President Kim Gran told reporters Thursday .",2,4394,1004394
Castecka said the town hall would hold talks with other investors interested in the zone .,1,11125,1011125
in Q1 2010 18 May 2010 - Finnish electrical components maker Salcomp Oy ( HEL : SAL1V ) said today it turned to a net profit of EUR1 .6 m in the first quarter of 2010 versus a loss of EUR2m in the corresponding period last year .,2,7495,1007495
The company is studying the feasibility of focusing most of its processed meat production in the Vantaa facilities and the processing of fresh meat in the Forssa facilities .,1,6867,1006867
Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .,1,4159,1004159
"About 36 % of this came from Aspo Chemicals , 39 % from Aspo Shipping and 25 % from Aspo Systems .",1,7696,1007696
"ADPnews - Dec 23 , 2009 - Norwegian financial services group SpareBank 1 Gruppen AS OSL : SBGRP said its board of directors appointed today Jarle Haug managing director of its claims collection subsidiary SpareBank 1 Gruppen Finans",1,4837,1004837
"RFID ( Radio Frequency Identification ) is a method of so-called intelligent transport , whereby information can be read and saved remotely .",1,588,1000588
"However , the company saw its net profit for the third quarter down to EUR 1.4 million from EUR 1.5 million for the corresponding period of 2009 .",0,2191,1002191
"Sampo Housing Loan Bank , a unit of Finland 's Sampo Bank , has priced its EUR1bn ( USD1 .3 bn ) bond at 99.889 % , Reuters reported .",1,13045,1013045
"The Finnish company sold its UK operation - consisting of 50 staff in offices in London , Birmingham and Manchester - as part of a deal with Hampden in July 2001 for its European-wide property and casualty arm Sampo Industrial .",1,3531,1003531
"The report also said Nokia 's operations comprising the sites at Bochum , Ulm , Dusseldorf , Munich and Frankfurt posted operating profit after interest of 246 mln eur .",1,7426,1007426
EPS dropped to EUR0 .2 from EUR0 .3 .,0,14378,1014378
The company has an annual turnover of EUR32 .8 m.,1,1744,1001744
"Payment for acquired shares will be made in cash , and the price per share will be EUR 1 plus an administration fee .",1,1699,1001699
NWC ANALYSIS :,1,12995,1012995
"SDM offers general rental equipment , aluminium scaffolding , power generator and hoists to customers in the construction sector .",1,8382,1008382
"The port operator , however , favors retaining the port fees in 2010 , citing the owner , the governemtn of Estonia , commiting the port to pay EEK 400mn ( EUR 25.56 mn USD 36.44 mn ) in dividends to the state in 2009 and another EEK 300mn in 2010 .",1,6905,1006905
"On Dec. 1 , Grimaldi acquired 1.5 million shares and a 50.1-percent stake in Finnlines .",1,12465,1012465
"However , the bottom-line result improved thanks to positive financial items .",2,3448,1003448
Finnish food industry company L+ñnnen Tehtaat is planning changes to its fish product business .,1,921,1000921
Strategic and operational business information is objectively reported .,1,6847,1006847
"Jussi Pesonen , member of the Sampo Board since 2006 , will renounce his seat in Sampo Board .",1,14144,1014144
"We know that it exists , '' Artemyev said .",1,12637,1012637
The plant would use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .,1,6904,1006904
"The total restructuring costs are expected to be about EUR 30mn , of which EUR 13.5 mn was booked in December 2008 .",1,1518,1001518
"Galeria Podlaska , a shopping mall on Wysockiego Street in Bia ` ystok , is approximately 60-percent leased or reserved .",1,3624,1003624
"In addition to the Indian market , the new plant will serve Salcomp 's customers globally , the company said .",2,11952,1011952
"Net sales in 2010 were about EUR 2.0 billion , of which international operations accounted for roughly a quarter .",1,3566,1003566
"As a result of the merger , the largest professional electronics and telecommunications technology contract manufacturing center in Finland will be formed in Sievi .",1,6735,1006735
"Finnish metal components supplier Componenta on December 26 , 2006 applied for approval with the Turkish Capital Markets Board to launch a mandatory offer for the remaining shares in iron and aluminium castings producer Doktas Dokumculuk .",1,7778,1007778
"Lember said the matter was topical also in Estonia , where a bill has been drafted at the Social Affairs Ministry that would scrap old-age pensions on favorable conditions .",1,6802,1006802
No decision on such sale of the now issued or existing treasury shares to YA Global has been made yet .,1,12983,1012983
"Currently , YIT builds a housing estate Zapadnye Vorota 26,000 square metres in the city and a house 9,910 square metres , which will be completed at the end of 2009 .",1,11447,1011447
He is resting comfortably and is looking forward to getting back to work . '',1,11466,1011466
"The board machine , which will have a wire width of 6.25 m and a design speed of 900 m-min , will produce close to 1,400 tonnes of folding boxboard per day .",1,3338,1003338
"However , the broker gave an `` outperform '' recommendation on the stock .",2,10783,1010783
"For Teleste , the acquisition marks an entry into services business in a market where it has long been an established and significant supplier of products .",2,6459,1006459
"The transaction is subject to a final agreement between the parties , approvals of their decision-making bodies and approval by the Finnish Competition Authority .",1,1523,1001523
"Operating profit for the six-month period decreased from EUR111 .9 m , while sales increased from EUR1 ,275 m , as compared to the corresponding period in 2006 .",1,9687,1009687
Return on investment was 16.6 % compared to 15.8 % in 2004 .,2,807,1000807
"The Finnish company is building a 800,000 mt-year biodiesel plant in Singapore .",1,12564,1012564
"---------------------------------------------------------------------- -------------- Munich , 14 January 2008 : BAVARIA Industriekapital AG closed the acquisition of Elcoteq Communications Technology GmbH in Offenburg , Germany , with the approval of the",1,13399,1013399
This is the second successful effort for the financial investor this year .,2,11048,1011048
"`` Installation of the automatic varnishing line is an important part of the company 's strategy in the region of central and eastern Europe , '' said Jozef Misurec , the director of Ruukki Slovakia .",2,11062,1011062
The Group 's cash flow from operations will be positive .,2,6511,1006511
SWOT analysis is just one method of categorization and has its own weaknesses .,1,14172,1014172
"The disposal of Autotank will also strengthen Aspo 's capital structure , '' commented Gustav Nyberg , CEO of Aspo .",2,2580,1002580
The increase in capital stock has been registered in the Finnish Trade Register on 20 November 2006 .,2,10232,1010232
"The period 's sales dropped to EUR30 .6 m from EUR38 .3 m , according to the interim report , released today .",0,5416,1005416
The dividends payable annually shall be deducted from the share subscription price .,1,1425,1001425
RusHydro has an agreement to transfer its stakes in OESK and the five ERCs into the trust management of Inter RAO .,1,11524,1011524
Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006 .,2,120,1000120
Dragonfly Love is another video shot from start to finish using the Nokia N8 .,1,553,1000553
UPM-Kymmene said its has ` not indicated any interest in any domestic consolidations ' .,1,1855,1001855
"The Lemminkainen Group , headquartered in Helsinki , Finland , operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry .",1,3205,1003205
"According to CapMan Plc 's Corporate Governance , the majority of the committees ' members shall be independent of the Company .",1,6716,1006716
"The city will invite , however , a public procurement tender for the tailor-made public furniture , such as park benches , litter receptacles , public toilets , as well as bus shelters , street lights , and other .",1,13111,1013111
"Previously , the company also delivered about 70 % of the steel used in Oasis of the Seas , Allure of the Seas ' sister ship completed last year .",1,14400,1014400
